First Name,Middle Name,Last Name,Title,Suffix,Nickname,Given Yomi,Surname Yomi,E-mail Address,E-mail 2 Address,E-mail 3 Address,Home Phone,Home Phone 2,Business Phone,Business Phone 2,Mobile Phone,Car Phone,Other Phone,Primary Phone,Pager,Business Fax,Home Fax,Other Fax,Company Main Phone,Callback,Radio Phone,Telex,TTY/TDD Phone,IMAddress,Job Title,Department,Company,Office Location,Manager's Name,Assistant's Name,Assistant's Phone,Company Yomi,Business Street,Business City,Business State,Business Postal Code,Business Country/Region,Home Street,Home City,Home State,Home Postal Code,Home Country/Region,Other Street,Other City,Other State,Other Postal Code,Other Country/Region,Personal Web Page,Spouse,Schools,Hobby,Location,Web Page,Birthday,Anniversary,Notes
,,,,,,,,john.mina@ocfl.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Orange
Sheriff : John Mina
Phone : 407/254-7000"
,,,,,,,,snoel@okeesheriff.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Okeechobee
Sheriff : Stephen Noel
Phone : 863/763-3117"
,,,,,,,,eaden@sheriff-okaloosa.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Okaloosa
Sheriff : Eric Aden
Phone : 850/651-7410"
,,,,,,,,bleeper@nassauso.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Nassau
Sheriff : Bill Leeper
Phone : 904/225-0331"
,,,,,,,,rramsay@keysso.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Monroe
Sheriff : Rick Ramsay
Phone : 305/292-7000"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Miami-Dade
Sheriff : Rosanna Cordero-Stutz
Phone : 305-471-2000
Email : (Various)"
,,,,,,,,john.budensiek@martinso.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Martin
Sheriff : John Budensiek
Phone : 772/220-7000"
,,,,,,,,bwoods@marionso.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Marion
Sheriff : Billy Woods
Phone : 352/732-8181"
,,,,,,,,rick.wells@manateesheriff.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Manatee
Sheriff : Rick Wells
Phone : 941/747-3011"
,,,,,,,,sheriff@mcso-fl.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Madison
Sheriff : David Harper
Phone : 850/973-4001"
,,,,,,,,bmoney@libertycountysheriff.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Liberty
Sheriff : Buddy Money
Phone : 850/643-2235"
,,,,,,,,mccallum.bobby@levyso.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Levy
Sheriff : Bobby McCallum
Phone : 352/486-5111"
,,,,,,,,walt.mcneil@leonflsheriff.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Leon
Sheriff : Walt McNeil
Phone : 850/877-2165"
,,,,,,,,cmarceno@sheriffleefl.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Lee
Sheriff : Carmine Marceno
Phone : 239/477-1000"
,,,,,,,,pgrinnell@lcso.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Lake
Sheriff : Peyton Grinnell
Phone : 352/343-9500"
,,,,,,,,brian.lamb@lafayettesheriff.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Lafayette
Sheriff : Brian Lamb
Phone : 386/294-1222"
,,,,,,,,mmcneill@jeffersonsheriff.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Jefferson
Sheriff : Mac McNeill
Phone : 850/997-2523"
,,,,,,,,dedenfield@jacksoncountysheriff.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Jackson
Sheriff : Donald Edenfield
Phone : 850/482-9624"
,,,,,,,,eric.flowers@ircsheriff.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Indian River
Sheriff : Eric Flowers
Phone : 772/569-6700"
,,,,,,,,jtate@holmescoso.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Holmes
Sheriff : John Tate
Phone : 850/547-4421"
,,,,,,,,chronisterc@hcso.tampa.fl.us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Hillsborough
Sheriff : Chad Chronister
Phone : 813/247-8000"
,,,,,,,,pblackman@highlandssheriff.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Highlands
Sheriff : Paul Blackman
Phone : 863/402-7200"
,,,,,,,,anienhuis@hernandosheriff.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Hernando
Sheriff : Al Nienhuis
Phone : 352/754-6830"
,,,,,,,,swhidden@hendrysheriff.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Hendry
Sheriff : Steve Whidden
Phone : 863/674-5600"
,,,,,,,,v.crawford@hardeeso.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Hardee
Sheriff : Vent Crawford
Phone : 863/773-0304"
,,,,,,,,bcreech@hamiltonsofl.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Hamilton
Sheriff : Brian Creech
Phone : 386/792-1001"
,,,,,,,,mharrison@gulfso.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Gulf
Sheriff : Mike Harrison
Phone : 850/227-1115"
,,,,,,,,dhardin@gladessheriff.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Glades
Sheriff : David Hardin
Phone : 863/946-1600"
,,,,,,,,bschultz@gilchristsheriff.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Gilchrist
Sheriff : Bobby Schultz
Phone : 352/463-3410"
,,,,,,,,myoung@gadsdensheriff.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Gadsden
Sheriff : Morris Young
Phone : 850/627-9233"
,,,,,,,,asmith@franklinsheriff.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Franklin
Sheriff : A.J. Smith
Phone : 850/670-8501"
,,,,,,,,rstaly@flaglersheriff.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Flagler
Sheriff : Rick Staly
Phone : 386/437-4116"
,,,,,,,,cws@escambiaso.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Escambia
Sheriff : Chip Simmons
Phone : 850/436-9630"
,,,,,,,,T.K.Waters@jaxsheriff.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Duval (Jacksonville)
Sheriff : T.K. Waters
Phone : 904/630-0500"
,,,,,,,,darby.butler@dixiesheriff.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Dixie
Sheriff : Darby Butler
Phone : 352/498-1220"
,,,,,,,,joe.bell@desotosheriff.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : DeSoto
Sheriff : Bell
Phone : 863/993-4700"
,,,,,,,,mhunter@columbiasheriff.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Columbia
Sheriff : Mark Hunter
Phone : 386/752-9212"
,,,,,,,,sheriff@colliersheriff.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Collier
Sheriff : Kevin Rambosk
Phone : 239/252-9300"
,,,,,,,,sheriff@claysheriff.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Clay
Sheriff : Michelle Cook
Phone : 904/264-6512"
,,,,,,,,mprendergast@sheriffcitrus.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Citrus
Sheriff : Mike Prendergast
Phone : 352/726-4488"
,,,,,,,,bprummell@ccsofl.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Charlotte
Sheriff : Bill Prummell
Phone : 941/639-2101"
,,,,,,,,m.bryant@calhounsheriff.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Calhoun
Sheriff : Michael Bryant
Phone : 850/674-5049"
,,,,,,,,gregory_tony@sheriff.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Broward
Sheriff : Gregory Tony
Phone : 954/831-8901"
,,,,,,,,wayne.ivey@bcso.us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Brevard
Sheriff : Wayne Ivey
Phone : 321/264-5100"
,,,,,,,,gsmith@bradfordsheriff.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Bradford
Sheriff : Gordon Smith
Phone : 904/966-6161"
,,,,,,,,tommy.ford@bayso.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Bay
Sheriff : Tommy Ford
Phone : 850/747-4700"
,,,,,,,,scotty.rhoden@bakercountyfl.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Baker
Sheriff : Scotty Rhoden
Phone : 904/259-2231"
,,,,,,,,info@alachuasheriff.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
County : Alachua
Sheriff : Clovis Watson
Phone : 352/367-4000"
Shelli,,Yoder,,,,,,s40@iga.in.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 40
Party : D
Office Number : 317-232-9441"
Greg,,Taylor,,,,,,s33@iga.in.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 33
Party : D
Office Number : 317-232-9441"
Lonnie,,Randolph,,,,,,s2@iga.in.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 2
Party : D
Office Number : 317-232-9441"
Jeff,,Raatz,,,,,,s27@iga.in.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 27
Party : R
Office Number : 317-232-9441"
Rodney,,Pol,,,,,,s4@iga.in.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 4
Party : D
Office Number : 317-232-9441"
Ryan,,Mishler,,,,,,s9@iga.in.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 9
Party : R
Office Number : 317-232-9441"
La Keisha,,Jackson,,,,,,s34@iga.in.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 34
Party : D
Office Number : 317-232-9441"
Andrea,,Hunley,,,,,,s46@iga.in.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 46
Party : D
Office Number : 317-232-9441"
J.D.,,Ford,,,,,,s29@iga.in.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 29
Party : D
Office Number : 317-232-9441"
Daniel,,Dernulc,,,,,,s1@iga.in.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 1
Party : R
Office Number : 317-232-9441"
Liz,,Brown,,,,,,s15@iga.in.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 15
Party : R
Office Number : 317-232-9441"
Ron,,Alting,,,,,,s22@iga.in.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 22
Party : R
Office Number : 317-232-9808"
Scott,,Alexander,,,,,,s26@iga.in.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
District : 26
Party : R
Office Number : 317-232-9441"
Glenn,,Wakai,,,,,,senwakai@capitol.hawaii.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joy A.,,San Buenaventura,,,,,,sensanbuenaventura@capitol.hawaii.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.,,Richards,,,,,,senrichards@capitol.hawaii.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karl,,Rhoads,,,,,,senrhoads@capitol.hawaii.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon Y.,,Moriwaki,,,,,,senmoriwaki@capitol.hawaii.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angus L.K.,,McKelvey,,,,,,senmckelvey@capitol.hawaii.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris,,Lee,,,,,,senlee@capitol.hawaii.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rachele F.,,Lamosao,,,,,,senlamosao@capitol.hawaii.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronald D.,,Kouchi,,,,,,senkouchi@capitol.hawaii.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donna Mercado,,Kim,,,,,,senkim@capitol.hawaii.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michelle N.,,Kidani,,,,,,senkidani@capitol.hawaii.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarrett,,Keohokalole,,,,,,senkeohokalole@capitol.hawaii.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dru Mamo,,Kanuha,,,,,,senkanuha@capitol.hawaii.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lorraine R.,,Inouye,,,,,,seninouye@capitol.hawaii.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Les,,Ihara Jr.,,,,,,senihara@capitol.hawaii.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troy N.,,Hashimoto,,,,,,senhashimoto@capitol.hawaii.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike,,Gabbard,,,,,,sengabbard@capitol.hawaii.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carol,,Fukunaga,,,,,,senfukunaga@capitol.hawaii.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kurt,,Fevella,,,,,,senfevella@capitol.hawaii.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon J.C.,,Elefante,,,,,,senelefante@capitol.hawaii.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donovan M.,,Dela Cruz,,,,,,sendelacruz@capitol.hawaii.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samantha,,Decorte,,,,,,sendecorte@capitol.hawaii.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lynn,,DeCoite,,,,,,sendecoite@capitol.hawaii.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanley,,Chang,,,,,,senschang@capitol.hawaii.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brenton,,Awa,,,,,,senbawa@capitol.hawaii.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim,,Richards,,,,,,senrichards@capitol.hawaii.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dru,,Kanuha,,,,,,senkanuha@capitol.hawaii.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lorraine,,Inouye,,,,,,seninouye@capitol.hawaii.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joy,,San Buenaventura,,,,,,sensanbuenaventura@capitol.hawaii.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim,,Richards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : senrichards@capitol.hawaii.gov
Email : Hilo"
Dru,,Kanuha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : senkanuha@capitol.hawaii.gov"
Joy,,San Buenaventura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : sensanbuenaventura@capitol.hawaii.gov"
Lorraine,,Inouye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-----------------------------
Contact Imported:
Party : seninouye@capitol.hawaii.gov"
Larry,,Pierce,,,,,,larry.pierce@waynegov.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
Willie,,Rowe,,,,,,willie.rowe@wake.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
Travis,,Hampton,,,,,,travis.hampton@rowancountync.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
Gregory,,Seabolt,,,,,,gregory.seabolt@randolphcountync.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
Paula,,Patterson,,,,,,paula.patterson@pittcountync.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
Brandy,,Ness-Patel,,,,,,bnesspatel@orangecountync.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
Edward,,McMahon,,,,,,emcmahon@nhcgov.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
Keith,,Stone,,,,,,keith.stone@nashcountync.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
Garry,,McFadden,,,,,,garry.mcfadden@mecklenburgcountync.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
Steve,,Bizzell,,,,,,steve.bizzell@johnstonnc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
Wayne,,Coats,,,,,,wcoats@harnett.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
Danny,,Rogers,,,,,,drogers@guilfordcountync.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
Bobby,,Kimbrough,,,,,,kimbrob@forsyth.cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
Clarence,,Birkhead,,,,,,cbirkhead@durhamsheriff.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
Richie,,Simmons,,,,,,richie.simmons@davidsoncountync.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
J.D.,,Doughtie,,,,,,jd.doughtie@darenc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
Johnathan,,Morgan,,,,,,jmorgan@cumberlandcountync.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
Chip,,Hughes,,,,,,chughes@cravencountync.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
Alan,,Norman,,,,,,alan.norman@clevelandcountync.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
Mike,,Roberson,,,,,,mike.roberson@chathamsheriff.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
Tony,,Durden,,,,,,tdurden@caswellcountync.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
Asa,,Buck,,,,,,asa.buck@carteretcountync.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
Kevin,,Bean,,,,,,kbean@caldwellcountync.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
Van,,Shaw,,,,,,vshaw@cabarruscounty.us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
Quentin,,Miller,,,,,,quentin.miller@buncombecounty.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
Brian,,Chism,,,,,,brian.chism@brunswicksheriff.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
James,,McVicker,,,,,,jmcvicker@bladenco.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
Tyrone,,Ruffin,,,,,,tyrone.ruffin@bertie.nc.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
Scott,,Hammonds,,,,,,scott.hammonds@beaufortcountync.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
Mike,,Henley,,,,,,mike.henley@averycountync.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
Phil,,Howell,,,,,,phil.howell@ashecountygov.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
Scott,,Howell,,,,,,scott.howell@ansoncountync.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
Shane,,Glenn,,,,,,shane.glenn@alleghanycounty-nc.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
Chad,,Pennell,,,,,,cpennell@alexandercountync.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
Terry,,Johnson,,,,,,terry.johnson@alamancecountync.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#NAME?
